City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
250,tshabong,-26.05,22.45,59.5,42,92,10.74,BW,2023-05-29 17:30:43
251,fisterra,42.9049,-9.2629,62.02,95,58,9.42,ES,2023-05-29 17:30:44
252,vanimo,-2.6741,141.3028,82.38,71,86,4.92,PG,2023-05-29 17:30:45
253,saint-philippe,-21.3585,55.7679,69.39,87,70,6.87,RE,2023-05-29 17:30:46
254,neiafu,-18.65,-173.9833,81.28,83,40,12.66,TO,2023-05-29 17:30:46
255,kirksville,40.1948,-92.5833,83.59,35,0,3.44,US,2023-05-29 17:30:52
256,nyagan,62.1406,65.3936,61.45,90,100,9.8,RU,2023-05-29 17:30:52
257,bredasdorp,-34.5322,20.0403,60.13,96,100,12.73,ZA,2023-05-29 17:30:52
258,kilju,40.9642,129.3278,63.36,47,18,2.82,KP,2023-05-29 17:30:53
259,colonia,50.9333,6.95,59.95,49,0,5.75,DE,2023-05-29 17:27:15
260,altkirch,47.5833,7.1667,63.18,59,10,11.74,FR,2023-05-29 17:30:54
261,lazaro cardenas,17.9583,-102.2,89.89,54,0,13.27,MX,2023-05-29 17:30:54
262,eastham,41.8301,-69.9739,61.12,67,0,14.97,US,2023-05-29 17:30:55
263,melong,5.1218,9.9614,67.35,96,65,2.35,CM,2023-05-29 17:30:55
264,dunedin,-45.8742,170.5036,54.81,79,34,11.01,NZ,2023-05-29 17:29:02
265,sigli,5.3848,95.9609,76.19,81,74,3.67,ID,2023-05-29 17:30:56
266,kinkala,-4.3614,14.7644,70.95,93,62,1.95,CG,2023-05-29 17:30:56
267,port elizabeth,-33.918,25.5701,65.1,94,100,19.57,ZA,2023-05-29 17:30:56
268,ancud,-41.8697,-73.8203,49.08,79,100,12.28,CL,2023-05-29 17:30:57
269,tukrah,32.5341,20.5791,67.41,84,100,13.71,LY,2023-05-29 17:30:57
270,la ronge,55.1001,-105.2842,77.25,19,75,4.61,CA,2023-05-29 17:30:57
271,alghero,40.5589,8.3181,66.29,82,0,3.44,IT,2023-05-29 17:30:58
272,syumsi,57.1111,51.6149,49.59,93,0,2.77,RU,2023-05-29 17:30:58
273,tura,25.5198,90.2201,74.89,62,3,2.13,IN,2023-05-29 17:30:58
274,horta,38.5333,-28.6333,63.01,84,22,8.99,PT,2023-05-29 17:30:59
275,daru,-9.0763,143.2092,76.95,90,75,8.48,PG,2023-05-29 17:30:59
276,nagqu,31.5,92.0,38.19,69,37,5.55,CN,2023-05-29 17:30:59
277,anadyr,64.75,177.4833,39.7,60,20,29.08,RU,2023-05-29 17:31:00
278,mejit,10.2753,170.8646,79.88,82,69,12.26,MH,2023-05-29 17:31:00
279,raja,8.4596,25.678,72.48,84,37,3.91,SS,2023-05-29 17:31:01
280,ust'-uda,54.1742,103.0304,50.23,53,100,4.61,RU,2023-05-29 17:31:02
281,bikenibeu village,1.3673,173.1241,85.96,79,40,5.75,KI,2023-05-29 17:31:09
282,uturoa,-16.7333,-151.4333,80.62,79,34,10.51,PF,2023-05-29 17:31:10
283,askiz,53.1319,90.5264,43.36,89,88,6.29,RU,2023-05-29 17:31:11
284,cadale,2.7603,46.3222,81.45,77,87,17.43,SO,2023-05-29 17:31:11
285,melfort,52.8667,-104.6177,77.13,36,8,5.75,CA,2023-05-29 17:31:12
286,natal,-5.795,-35.2094,79.45,89,75,6.91,BR,2023-05-29 17:29:13
287,tauranga,-37.6861,176.1667,63.64,98,91,1.72,NZ,2023-05-29 17:29:17
288,usevia,-7.1,31.2333,66.63,76,76,3.22,TZ,2023-05-29 17:31:15
289,cidreira,-30.1811,-50.2056,61.99,66,42,9.13,BR,2023-05-29 17:31:16
290,hirara,24.8,125.2833,80.87,89,75,24.16,JP,2023-05-29 17:31:17
291,puerto baquerizo moreno,-0.9,-89.6,81.59,78,40,12.66,EC,2023-05-29 17:30:14
292,kalmunai,7.4167,81.8167,78.8,80,99,4.34,LK,2023-05-29 17:31:19
293,vilyuchinsk,52.9306,158.4028,43.07,95,100,5.17,RU,2023-05-29 17:31:19
294,rosario oeste,-14.8361,-56.4275,72.12,81,93,5.75,BR,2023-05-29 17:31:20
295,medicine hat,50.0501,-110.6683,81.21,31,40,14.97,CA,2023-05-29 17:31:20
